sample,datetime,id,branch,SUBWS,ec,ph,turb,tn,nh4n,no3n,tp,po4,doc
778,4/7/2018 18:00,,,TRE,96,6.72,13.2,0.21,0.01,0,0.018,0.007,1.59
779,4/6/2018 4:00,,,WIL,157,7.15,13.6,0.36,0.01,0,0.033,0.007,3.49
780,4/6/2018 10:00,,,WIL,95,7.01,255,0.61,0.01,0,0.447,0.007,4.82
781,4/6/2018 12:00,,,WIL,86,6.93,251,0.58,0.02,0,0.345,0.007,4.29
782,4/6/2018 14:00,,,WIL,87,6.9,259,0.55,0.01,0,0.406,0.007,3.9
783,4/6/2018 22:00,,,WIL,91,6.89,108,0.35,0.02,0,0.129,0.007,2.67
784,4/6/2018 2:00,,,WIL,92,6.87,71.1,0.38,0.01,0,0.088,0.007,2.97
785,4/7/2018 12:00,,,WIL,148,7,21.7,0.34,0.01,0,0.05,0.007,2.07
786,4/8/2018 2:00,,,WIL,2,7.01,7.23,0.28,0.02,0,0.018,0.03,1.62
787,4/24/2018 10:10,,,MUN,109,6.87,1.19,0.14,0.01,0,0,0.007,0.76
788,4/24/2018 10:15,,,KJE,99,7.02,4.27,0.13,0.01,0,0.001,0.007,0.62
789,4/24/2018 16:05,,,OGI,91,6.97,2.87,0.11,0.02,0,0,0.007,1.16
790,4/24/2018 16:35,,,SFC,152,7.16,1.66,0.28,0.01,0,0,0.007,1.69
791,4/25/2018 10:18,,,ZIE,120,7.04,3.76,0.26,0.01,0,0.001,0.007,1.02
792,4/25/2018 11:00,,,YOC,128,7.01,6.65,0.19,0.01,0,0,0.007,1.29
793,4/25/2018 11:50,,,BWIL,153,7.09,3.4,0.07,0.01,0,0.001,0.016,1.37
794,4/25/2018 11:56,,,WIL,186,7.26,2.52,0.27,0.01,0,0.007,0.034,0.92
795,4/25/2018 12:58,,,UQL,125,7.34,6.75,0.07,0.01,0,0.001,0.007,0.8
796,4/25/2018 14:15,,,TRE,113,7.18,3.57,0.12,0.01,0,0.004,0.007,1.01
797,4/25/2018 14:25,,,NFC,113,7.73,0.71,0.16,0.01,0,0,0.016,1.02
798,4/25/2018 15:00,,,ASEQ,174,7.36,1.63,0.19,0.01,0,0,0.016,1.42
799,4/25/2018 15:07,,,SEQ,147,7.28,5.99,0.06,0.02,0,0.004,0.007,1.96
800,4/25/2018 16:02,,,RIC,130,7.14,5.17,0.23,0.01,0,0.018,0.007,1.41
801,4/26/2018 10:20,,,QUE,163,7.24,1.32,0.26,0.02,0,0,0.007,1.55
802,4/26/2018 9:45,,,POR,122,7.16,4.84,0.14,0.02,0,0.001,0.007,1.86
803,5/11/2018 9:21,,,MUN,145,7.34,6.86,0.18,0.01,0,0.01,0.021,0.39
804,5/11/2018 9:25,,,KJE,122,7.17,3.17,0.15,0.01,0,0,0.012,0.57
805,5/11/2018 12:45,,,OGI,91,6.79,2.4,0.13,0.01,0,0,0.007,0.87
806,5/11/2018 14:40,,,SFC,168,7.77,1.32,0.26,0.01,0,0.007,0.021,1.48
807,5/11/2018 14:45,,,SFC PPT,114,7.49,29.9,7.36,,0,1.449,3.293,4.08
808,5/11/2018 11:30,,,ZIE,139,7.29,4.93,0.48,0.07,0.03,0,0.007,1.61
809,5/11/2018 12:05,,,YOC,145,7.28,3.56,0.15,0.02,0,0,0.007,1.34
810,5/11/2018 12:35,,,BWIL,193,7.48,2.55,0.19,0.03,0,0.007,0.007,1.4
811,5/10/2018 11:05,,,WIL,262,8.39,0.79,0.3,0.01,0,0.007,0.021,0.78
812,5/10/2018 10:25,,,UQL,161,7.75,8.91,0.18,0.01,0,0.007,0.016,0.83
813,5/11/2018 13:05,,,TRE,144,7.47,2.04,0.31,0.01,0,0.01,0.012,1.05
814,5/11/2018 13:30,,,ASEQ,198,7.56,0.78,0.28,0.01,0,0.004,0.025,1.33
815,5/11/2018 13:40,,,SEQ,176,8.84,2.92,0.12,0.01,0,0.001,0.007,1.74
816,5/11/2018 14:30,,,RIC,151,8.08,1.32,0.25,0.01,0,0.001,0.012,1.37
817,5/11/2018 14:05,,,QUE,157,9.63,0.76,0.01,0.01,0,0.004,0.007,1.45
818,5/11/2018 12:05,,,S640,17,7.47,1.94,0.29,0.01,0,0.01,0.007,2.3
819,5/11/2018 13:25,,,POR,121,6.84,2.54,0.2,0.01,0,0.013,0.007,1.78
820,5/30/2018 8:50,,,OGI,85,6.77,2.55,0.23,0.01,0,0.004,0.007,0.97
821,5/30/2018 11:50,,,SFC,168,7.3,1.1,0.2,1.4,0,0.004,0.571,3.93
822,5/30/2018 11:45,,,SFC PPT,54,7.27,30.4,4.17,0.01,0,0.423,0.007,1.71
823,5/23/2018 12:15,,,ZIE,145,7.33,2.44,0.19,0.01,0.121,0.004,0.016,1.33
824,5/23/2018 13:40,,,YOC,161,7.31,2.84,0,0.01,0,0.004,0.016,
825,5/23/2018 14:30,,,WIL,281,7.79,0.47,0,0.01,0,0.013,0.025,0.73
826,5/25/2018 10:00,,,UQL,174,7.57,5.85,0,0.01,0,0.01,0.007,0.7
827,5/25/2018 11:15,,,TRE,155,7.45,1.65,0,0.01,0,0.015,0.016,0.89
828,5/30/2018 13:50,,,NFC,155,7.47,0.76,0.03,0.01,0,0.033,0.021,1.87
829,5/25/2018 13:00,,,ASEQ,214,7.64,0.81,0,0.01,0,0.007,0.016,1.23
830,5/25/2018 12:30,,,SEQ,182,7.63,2.4,0.26,0.01,0,0.007,0.007,1.82
831,5/25/2018 13:30,,,RIC,140,7.28,1.19,0.11,0.01,0,0.01,0.007,1.38
832,5/30/2018 11:10,,,QUE,181,7.46,1.15,0.26,0.01,0,0.013,0.012,2.62
833,5/30/2018 15:20,,,S640,46,7.28,3.2,4.81,2.98,0.198757184,0.048,0.016,11.37
834,5/25/2018 14:30,,,POR,120,7.01,3.02,0.2,0.01,0,0.048,0.012,3.33
834.5,4/24/2018 16:05,,,SFC PPT,16,6.72,4.36,0.57,0.02,0,0.059,0.03,
835,6/13/2018 13:30,,,TRE,155,7.23,0.99,0.04,0.01,0.054918546,0.108,0.006,3.03
836,6/13/2018 14:00,,,UQL,184,6.85,5.63,0.02,0.01,0.016361216,0.029,0,2.08
837,6/13/2018 15:05,,,WIL,302,7.65,0.58,0.06,0.01,0,0.041,0.002,1.6
838,6/13/2018 15:30,,,BWIL,241,7.49,0.89,0.05,0.01,0,0.034,0,2.34
839,6/13/2018 15:40,,,YOC,170,7.39,0.78,0.06,0.01,0,0.026,0.002,2.22
840,6/14/2018 9:50,,,ZIE,147,7.02,0.79,0,0.01,0,0.026,0,2.07
841,6/15/2018 9:20,,,POR,114,7.02,1.03,0.06,0.01,0,0.029,0.002,3.13
842,6/15/2018 9:40,,,RIC,140,7.16,0.87,0.1,0.01,0,0.036,0.003,2.14
843,6/15/2018 12:10,,,SEQ,200,7.36,2.65,0.01,0.01,0,0.111,0.003,2.4
844,6/15/2018 12:50,,,ASEQ,240,7.4,0.71,0.03,0.01,0,0.029,0.002,1.95
845,6/15/2018 15:10,,,NFC,160,7.39,0.39,0.17,0.01,0.027928415,0.039,0.003,1.52
846,6/15/2018 16:00,,,OGI,76,7.35,1.58,0.01,0.01,0.016361216,0.019,0.005,1.54
847,6/20/2018 12:28,,,KJE,127,7.2,7.53,0.02,0.01,0,0.034,0.006,1.38
848,6/20/2018 12:30,,,MUN,131,7.07,0.31,0.09,0.01,0,0.024,0,1.17
849,6/21/2018 16:35,,,SFC,161,7.28,0.77,0.28,0.01,0,0.034,0.002,2.05
850,6/21/2018 16:40,,,QUE,189,7.46,0.34,0.07,0.01,0,0.041,0.003,2.37
851,6/22/2018 8:00,,,OGI,77,7.14,1.46,0.04,0.01,0,0.021,0.003,1.22
852,7/2/2018 10:15,,,SFC,160,7.17,3.01,0.27,0.01,0,0.034,0.002,2.2
853,7/3/2018 12:30,,,MUN,127,7,0.78,0.02,0.01,0,0.019,0.002,0.91
854,7/3/2018 12:34,,,KJE,130,7.08,0.79,0.04,0.01,0,0.024,0.002,1.07
855,7/3/2018 15:50,,,NFC,169,7.28,0.76,0.03,0.01,0.101187343,0.036,0.003,1.36
856,7/5/2018 11:15,,,WIL,328,7.73,0.57,0.11,0.01,0.078052945,0.036,0.003,0.93
857,7/5/2018 11:51,,,BWIL,276,7.56,2.76,0.14,0.01,0,0.026,0.005,1.41
858,7/5/2018 13:05,,,ZIE,161,7.29,0.65,0.04,0.01,0,0.024,0.002,1.22
859,7/5/2018 13:45,,,TRE,166,7.31,0.95,0.11,0.01,0,0.029,0.003,1.29
860,7/5/2018 14:10,,,ASEQ,271,7.35,0.53,0.2,0.01,0,0.021,0.003,1.57
861,7/5/2018 14:35,,,SEQ,226,7.33,0.66,0.05,0.01,0,0.021,0.002,2.29
862,7/5/2018 15:16,,,OGI,73,7.2,1.57,0.03,0.01,0,0.024,0.009,1.27
863,7/5/2018 16:10,,,RIC,144,6.99,0.9,0.02,0.01,0,0.029,0.003,1.8
864,7/5/2018 16:15,,,POR,111,6.89,1.09,0.09,0.01,0.070341479,0.029,0.003,1.92
865,7/19/2018 13:44,,,KJE,137,7.03,0.88,0.04,0.01,0.089620144,0.029,0.005,1.24
866,7/19/2018 13:47,,,MUN,130,7.11,0.48,0,0.2,0.039495614,0.031,0,0.69
867,7/19/2018 14:05,,,NFC,174,7.3,0.91,0.02,0.01,0.020216949,0.029,0.002,1.26
868,7/19/2018 15:35,,,QUE,192,7.3,0.63,0.04,0.02,0,0.024,0.002,1.98
869,7/20/2018 8:40,,,ZIE,158,7.25,1.55,0.07,0.01,0,0.024,0,1.26
870,7/20/2018 8:40,,,TRE,171,7.27,0.43,0,0.03,0,0.044,0.012,1.07
871,7/20/2018 9:20,,,BWIL,290,7.47,2.55,0.06,0.01,0,0.051,0.008,1.46
872,7/20/2018 9:30,,,WIL,350,7.85,0.19,0.02,0.01,0.012505482,0.049,0.009,0.87
873,7/20/2018 9:45,,,ASEQ,282,7.47,0.51,0.02,0.01,0,0.026,0.002,1.37
874,7/20/2018 9:55,,,SEQ,234,7.77,0.57,0.08,0.01,0.054918546,0.034,0.003,2.13
875,7/20/2018 10:20,,,SFC,156,7.34,1.61,0.12,0.01,0.066485746,0.034,0.002,1.9
876,7/20/2018 10:55,,,RIC,145,7.22,0.86,0.09,0.01,0,0.029,0.002,1.83
877,7/20/2018 11:10,,,OGI,72,7.03,4.54,0.06,0.01,0.008649749,0.036,0.003,1.36
878,7/20/2018 11:45,,,POR,107,6.77,2.66,0.06,0.01,0,0.034,0.003,2.03
879,8/1/2018 12:20,,,NFC,176,7.18,1.33,0.02,0.01,0.016361216,0.039,0.003,1.3
880,8/1/2018 14:10,,,SFC,158,7.14,2.28,0.13,0.01,0,0.036,0,1.61
881,8/1/2018 14:40,,,POR,110,6.97,3.39,0.37,0.02,0.020216949,0.039,0,1.75
882,8/1/2018 14:50,,,QUE,193,7.38,0.86,0.04,0.01,0,0.009,0,1.47
883,8/1/2018 15:40,,,OGI,71,7.38,1.79,0.06,0.01,0,0.029,0,0.84
884,8/2/2018 9:00,,,TRE,173,7.35,0.62,0.15,0.01,0.054918546,0.041,0.005,1.19
885,8/2/2018 9:05,,,ASEQ,297,7.38,1.07,0.04,0.02,0.016361216,0.029,0.003,1.5
886,8/2/2018 9:10,,,SEQ,250,7.51,1.35,0.1,0.03,0.008649749,0.039,0.005,2.33
887,8/2/2018 10:12,,,ZIE,168,7.17,4.7,0.06,0.01,0,0.029,0.002,1.36
888,8/2/2018 10:30,,,RIC,151,7.13,1.11,0.01,0.01,0,0.034,0.003,1.79
889,8/2/2018 11:15,,,BWIL,300,7.33,28.6,0.27,0.01,0,0.405,0.002,1.89
890,8/2/2018 11:31,,,WIL,348,7.86,0.69,0,0.01,0,0.046,0.008,1.32
891,8/24/2018 15:30,,,TRE,189,7.53,4.29,0.09,0.01,0,0.049,0,1.33
892,8/27/2018 13:30,,,SFC,154,7.22,0.82,0.03,0.01,0,0.031,0.002,0.58
893,8/27/2018 14:00,,,QUE,202,7.43,1.56,0.11,0.01,0,0.044,0.006,0.88
894,8/27/2018 14:30,,,OGI,76,7.2,1.65,0.01,0.01,0.031784148,0.026,0.002,1.6
895,8/27/2018 16:00,,,POR,106,8.99,0.55,0.06,0.01,0.000938283,0.031,0.003,1.71
896,8/29/2018 11:15,,,NFC,150,9.14,3.71,0.04,0.01,0,0.036,0.002,0.88
897,8/29/2018 14:35,,,SEQ,274,8.03,0.58,0.03,0.01,0,0.044,0.002,1.73
898,8/29/2018 14:50,,,RIC,151,7.51,0.87,0.09,0.01,0,0.039,0.003,0.72
899,8/29/2018 15:15,,,ASEQ,315,7.31,0.47,0.04,0.01,0,0.041,0.003,1.37
900,8/30/2018 9:50,,,ZIE,164,7.21,1.18,0.02,0.01,0,0.031,0.005,2.01
901,8/30/2018 10:17,,,BWIL,307,7.44,1.03,0.2,0.01,0,0.103,0.009,0.87
902,8/30/2018 10:20,,,WIL,351,7.85,0.93,0.2,0.01,0,0.054,0.011,1.14
903,9/13/2018 12:20,,,ARF,176,7.55,0.35,0.09,0.01,0,0.046,0.005,0.62
904,9/13/2018 15:30,,,KJE,145,9.04,1.41,0.14,0.01,0.039495614,0.029,0.002,0.59
905,9/13/2018 15:40,,,MUN,87,8.96,41.2,0.44,0.01,0,0.113,0.002,0.84
906,9/18/2018 7:20,,,SFC,65,9.38,1.79,0.08,0.01,0.085764411,0.039,0.002,0.85
907,9/16/2018 12:40,,,TRE,192,7.89,1.55,0.08,0.01,0.004794016,0.039,0.006,1.03
908,9/16/2018 14:00,,,SEQ,309,7.35,18.8,0.71,0.01,0.066485746,0.106,0.006,1.46
909,9/17/2018 9:30,,,RIC,156,7.3,1.36,0.09,0.01,0,0.034,0.003,1.02
910,9/17/2018 13:22,,,QUE,186,7.31,1.74,0.15,0.01,0,0.113,0.005,2.62
911,9/17/2018 14:20,,,BWIL,180,8.89,8.92,0.28,0.01,0.01,0.066,0.005,1.6
912,9/17/2018 14:32,,,WIL,248,8.45,3.99,0.21,0.01,0,0.041,0.009,1.75
913,9/21/2018 13:30,,,ZIE,147,8.74,1.04,0.1,0.01,0,0.026,0.003,1.04
914,10/2/2018 9:10,,,ZIE,76,9.38,1.08,0.37,0.01,0.1,0.086,0.005,2.83
915,10/2/2018 9:30,,,TRE,114,9.29,3.04,0.1,0.01,0,0.036,0.018,3.09
916,10/2/2018 9:55,,,BWIL,156,9.16,6.63,0.19,0.01,0,0.091,0.002,1.63
917,10/2/2018 10:00,,,WIL,394,8.29,0.32,0.04,0.01,0,0.054,0.017,1.22
918,10/2/2018 10:30,,,SEQ,377,7.71,1.39,0.17,0.01,0,0.076,0.038,6.14
919,10/2/2018 11:40,,,ASEQ,422,7.21,10.7,0,0.11,0.06,0.096,0,3.4
920,10/2/2018 11:40,,,OGI,90,7.39,3.54,0.8,0.01,0,0.029,0.002,1.73
921,10/2/2018 11:50,,,RIC,192,7.3,1.54,0.25,0.01,0,0.034,0.008537309,2.79
922,10/2/2018 12:40,,,QUE,262,7.37,0.61,0.14,0.01,0,0.071,0.044674381,4.74
923,10/2/2018 13:00,,,POR,135,6.96,5.22,0.28,0.01,0,0.081,0.002514464,3.63
924,10/2/2018 14:00,,,SFC,166,7.15,0.96,0.16,0.01,0,0.126,0.014560154,2.59
925,10/16/2018 14:00,,,SFC,188,7.32,0.82,0.1,0.01,0,0.039,0.002514464,1.85
926,10/24/2018 14:50,,,TRE,232,7.56,0.36,0.11,0.01,0,0.044,0.01004302,1.05
927,10/24/2018 14:55,,,ASEQ,439,7.54,0.45,0.09,0.01,0,0.024,0.002514464,1.04
928,10/24/2018 15:06,,,SEQ,381,7.45,14.3,0.66,0.01,0.02,0.123,0.056,3.38
929,10/24/2018 15:35,,,RIC,191,7.5,0.59,0.12,0.01,0.07,0.101,0,2.03
930,10/25/2018 10:45,,,NFC,238,7.58,0.33,0.27,0.01,0,0.101,0.008,1.41
931,10/25/2018 12:00,,,SFC,191,7.37,0.42,0.17,0.01,0.09,0.036,0.002,2.1
932,10/25/2018 14:30,,,BWIL,380,7.65,0.28,0.08,0.01,0,0.029,0,1.53
933,10/25/2018 14:35,,,WIL,353,8.05,0.29,0.27,0.01,0.01,0.061,0.02,1
934,10/25/2018 14:51,,,ZIE,176,7.88,0.77,0.16,0.02,0,0.061,0,0.8
935,10/26/2018 13:10,,,OGI,74,7.65,2.01,0.12,0.02,0.04,0.054,0,1.26
936,10/26/2018 14:00,,,POR,709,7.19,0.61,0.06,0.01,0.02,0.046,0.008,1.34
937,10/26/2018 15:36,,,QUE,224,7.62,0.41,0.33,0.01,0.02,0.116,0.003,0.57
938,11/13/2018 14:50,,,BWIL,311,7.82,0.55,0.1,0.01,0,0.106,0.011,1.86
939,11/13/2018 15:00,,,WIL,359,8.06,0.24,0.03,0.01,0,0.051,0,1.15
940,11/14/2018 9:15,,,RIC,158,7.53,9.5,0.37,0.01,0.05,0.173,0.021,0.51
941,11/14/2018 11:15,,,POR,111,7.12,9.5,0.24,0.01,0,0.086,0,0.75
942,11/14/2018 13:30,,,OGI,71,6.93,4.69,0.14,0.01,0,0.081,0,0.78
943,11/14/2018 15:50,,,SFC,151,7.34,0.81,0.09,0.01,0.01,0.036,0.005,1.18
944,11/14/2018 17:00,,,QUE,156,7.27,2.48,0.22,0.06,0.03,0.103,0,2.37
945,11/15/2018 15:00,,,NFC,131,7.38,0.47,0.09,0.01,0,0.098,0,0.69
946,11/19/2018 10:45,,,ZIE,168,7.33,0.59,0.13,0.01,0,0.096,0,1.52
947,11/19/2018 14:20,,,POR,121,7.1,1,0.09,0.01,0.01,0.111,0.005,1.43
948,11/19/2018 14:20,,,TRE,222,7.15,0.63,0.12,0.01,0,0.096,0,0.92
949,11/19/2018 15:05,,,RIC,165,6.98,0.46,0.11,0.01,0,0.096,0,1.94
950,11/19/2018 15:05,,,SEQ,444,7.6,1.18,0.15,0.01,0.02,0.101,0,1.19
951,11/19/2018 15:20,,,SEQ,378,7.94,0.27,0.09,0.01,0.01,0.046,0.008,2.62
952,11/19/2018 16:30,,,QUE,230,7.54,0.48,0.14,0.01,0.08,0.046,0.006,1.89
953,11/20/2018 11:00,,,OGI,76,7.25,5.55,0.15,0.01,0.03,0.036,0,1.13
954,11/21/2018 11:10,,,NFC,57,7.03,1.04,0.07,0.01,0,0.041,0.041,1.19
955,11/27/2018 9:30,,,BWIL,203,8.04,1.35,0.12,0.01,0,0.096,0,2.93
956,11/27/2018 9:30,,,ZIE,169,7.6,5.8,0.12,0.01,0.01,0.044,0.005,3.19
957,11/27/2018 11:50,,,SFC,187,7.33,0.85,0.14,0.01,0,0.083,0.005,3.76
958,11/27/2018 12:40,,,QUE,219,7.21,3.08,0.23,0.01,0.05,0.083,0.003,6.25
959,11/27/2018 14:40,,,OGI,120,7.14,9.93,0.17,0.01,0,0.093,0.002,7.59
960,11/27/2018 15:10,,,POR,132,7.01,5.59,0.39,0.01,0.02,0.133,0.005,7.5
961,12/3/2018 11:05,,,ZIE,118,7.05,4,0.13,0.06,0.02,0.039,0,2.5
962,12/3/2018 13:20,,,WIL,228,7.69,2.56,0.04,0.01,0,0.041,0.014,1.81
963,12/3/2018 16:30,,,UQL,98,7.45,5.1,0.21,0.01,0,0.101,0,1.76
964,12/4/2018 10:50,,,RIC,143,7.37,1.18,0.15,0.01,0.04,0.029,0,2.52
965,12/4/2018 11:10,,,ASEQ,171,8.23,1.38,0.17,0.01,0,0.088,0,2.19
966,12/4/2018 11:20,,,SEQ,108,8.78,4.69,0.26,0.01,0.04,0.039,0.003,3.28
967,12/4/2018 12:40,,,TRE,98,7.96,1.79,0.09,0.02,0.15,0.036,0.009,1.85
968,12/4/2018 13:20,,,POR,137,7.47,2.63,0.16,0.01,0,0.086,0,2.85
969,12/4/2018 14:30,,,OGI,108,7.25,4.5,0.06,0.01,0,0.071,0,2.18
970,12/4/2018 15:05,,,SFC,191,7.26,3.19,0.38,0.02,0.02,0.036,0.003,2.27
971,12/4/2018 15:30,,,QUE,207,7.37,1.05,0.08,0.03,0,0.031,0,3.06
972,12/6/2018 11:20,,,MUN,92,7.16,0.72,0.08,0.02,0,0.091,0,1.28
973,12/6/2018 11:50,,,KJE,159,8.49,1.83,0.08,0.01,0,0.021,0,1.72
974,12/6/2018 13:30,,,NFC,50,7.93,1.63,0.04,0.01,0,0.026,0,1.89
975,12/6/2018 14:50,,,S640,9,6.33,1.09,0.32,0.02,0.04,0.061,0.011,1.83
976,12/16/2018 12:00,,,ZIE,164,6.98,195,0.28,0.01,0,0.035,0,11.51
977,12/16/2018 14:00,,,TRE,123,6.7,13.4,0.15,0.01,0,0,0,10.31
978,12/16/2018 14:00,,,WIL,199,7.08,9.62,0.11,0.01,0,0.004,0,9.39
979,12/16/2018 14:00,,,ZIE,131,7.04,26.4,0.41,0.05,0,0,0,5.98
980,12/16/2018 16:00,,,TRE,134,7.03,26.1,0.3,0.03,0.02,0.035,0.003,8.06
981,12/16/2018 16:00,,,WIL,196,7.25,34.1,0.11,0.02,0,0,0.011,7.18
982,12/16/2018 16:00,,,ZIE,116,7.08,51.8,0.2,0.03,0.02,0.004,0,9.68
983,12/16/2018 18:00,,,TRE,137,6.98,26.5,0.09,0.01,0,0.014,0,6.16
984,12/16/2018 18:00,,,WIL,195,7.24,18.4,0.22,0.04,0,0.001,0,6
985,12/17/2018 0:00,,,ZIE,117,6.94,19.6,0.07,0.06,0,0.018,0,5.77
986,12/17/2018 4:00,,,WIL,197,7.25,14.3,0.22,0.06,0,0.007,0,4.08
987,12/17/2018 6:00,,,ZIE,118,7.19,16.3,0.07,0.03,0,0.004,0,4.94
988,12/17/2018 9:30,,,SFC,155,7.05,6.69,0.3,0.01,0.01,0.025,0,5.41
989,12/17/2018 10:20,,,OGI,129,6.91,8.72,0.12,0.02,0.01,0.018,0.002,3.76
990,12/17/2018 11:00,,,YOC,121,6.82,9.87,0.08,0.01,0,0.004,0,3.7
991,12/17/2018 11:10,,,OGI,136,6.83,6.58,0.27,0.02,0,0.011,0.002,4.89
992,12/17/2018 11:40,,,BWIL,130,6.85,7.07,0.25,0.01,0,0,0,3.94
993,12/17/2018 11:50,,,QUE,162,7.25,9.51,0.43,0.01,0,0.055,0,4.66
994,12/17/2018 12:00,,,WIL,211,7.26,7.74,0.21,0.01,0,0.004,0.015,3.6
995,12/17/2018 12:40,,,UQL,161,7.17,7.71,0.13,0.03,0,0.007,0,3.14
996,12/17/2018 13:25,,,RIC,150,7.15,3.84,0.26,0.01,0,0.014,0,3.85
997,12/17/2018 13:50,,,TRE,140,6.94,7.85,0.07,0.01,0,0,0.003,2.79
998,12/17/2018 14:10,,,SEQ,166,7.21,10.7,0.15,0.01,0.03,0.124,0,5.42
999,12/17/2018 14:30,,,ASEQ,157,7.28,10.1,0.27,0.01,0.01,0.025,0,4.15
1000,12/17/2018 14:50,,,S640,7,6.1,0.48,0.09,0.02,0.02,0,0,0.79
1001,12/18/2018 10:30,,,MUN,149,6.85,3.86,0.35,0.02,0.05,0,0,1.88
1002,12/18/2018 10:40,,,KJE,143,6.95,9.58,1.05,0.04,0,0.038,0,2.5
1003,12/18/2018 11:40,,,NFC,160,7.22,3.73,0.07,0.02,0,0.011,0,2.31
1004,12/20/2018 10:30,,,SFC,173,7.31,2.2,0.06,0.02,0,0,0,1.7
1005,12/26/2018 12:30,,,ZIE,105,6.97,9.41,0.32,0.01,0.04,0.001,0,2.07
1006,12/26/2018 13:20,,,UQL,130,6.96,7.19,0.23,0.04,0,0,0,2.06
1007,12/26/2018 13:50,,,YOC,108,6.9,11.6,0.17,0.02,0,0.031,0.001,2.45
1008,12/26/2018 14:22,,,TRE,123,6.79,7.87,0.08,0.01,0,0,0.003,1.99
1009,12/26/2018 14:50,,,WIL,165,7.05,7.13,0.44,0.02,0,0.021,0.003,1.91
1010,12/26/2018 15:20,,,SEQ,132,7.08,5.56,0.17,0.04,0,0.014,0.001,4.15
1011,12/26/2018 15:55,,,POR,131,6.9,7.81,0.09,0.02,0,0.025,0.001,3.38
1012,12/26/2018 16:00,,,ASEQ,142,7.02,8.11,0.08,0.02,0,0,0,2.95
1013,12/27/2018 10:00,,,RIC,135,7.05,5.07,0.09,0.05,0,0,0,2.54
1014,12/27/2018 10:55,,,MUN,114,6.86,5.73,0.09,0.02,0,0,0,1.2
1015,12/27/2018 10:57,,,KJE,107,6.78,7.82,0.09,0.01,0,0,0,1.31
1016,12/27/2018 11:20,,,OGI,115,6.76,6.74,0.71,0.02,0,0.011,0,2.68
1017,12/27/2018 11:40,,,SFC,148,6.95,6.79,0.14,0.03,0,0,0,3.07
1018,12/27/2018 13:10,,,NFC,148,7.01,4.3,0.16,0.02,0,0,0,1.83
1019,12/27/2018 13:50,,,QUE,156,7.09,4.34,0.03,0.02,0,0.001,0,2.91
1020,1/6/2019 14:00,,,UQL,129,6.79,7.1,0.14,0.01,0,0,0,5.25
1021,1/6/2019 14:00,,,WIL,190,7.16,7.18,0.04,0.01,0,0.011,0,5.64
1022,1/6/2019 18:00,,,WIL,172,7.08,11.2,0.09,0.03,0.05,0.011,0,5.27
1023,1/6/2019 20:00,,,UQL,127,6.99,9.27,0.1,0.03,0,0.004,0.003,5.06
1024,1/6/2019 22:00,,,WIL,162,7.15,9.65,0.33,0.01,0.01,0.025,0,4.25
1025,1/7/2019 0:00,,,UQL,134,6.83,9.28,0.05,0.01,0.08,0,0.003,4.8
1026,1/7/2019 2:00,,,ZIE,138,6.66,8.52,0.11,0.01,0,0.004,0,4.57
1027,1/7/2019 4:00,,,WIL,159,7,7.82,0.22,0.02,0.06,0.021,0.003,3.43
1028,1/7/2019 6:00,,,ZIE,130,6.97,3.6,0.03,0.01,0.11,0.001,0,2.1
1029,1/7/2019 8:00,,,UQL,105,6.78,11,0.44,0.01,0.04,0.021,0.001,3.64
1030,1/7/2019 10:00,,,ZIE,106,6.75,8.85,0.2,0.01,0.01,0.004,0,3.34
1031,1/7/2019 10:50,,,WIL,159,7.11,12.7,0.46,0.03,0.08,0.025,0.001,2.54
1032,1/7/2019 11:08,,,ZIE,105,6.96,17.2,0.19,0.02,0.03,0.031,0,3.37
1033,1/7/2019 12:00,,,ZIE,119,6.77,25.8,0.17,0.04,0,0.042,0,5.38
1034,1/7/2019 12:15,,,UQL,112,6.79,15.7,0,0.02,0.02,0.011,0.003,3.08
1035,1/7/2019 12:20,,,YOC,110,6.94,22.4,0.01,0.01,0.01,0.021,0.003,3.55
1036,1/7/2019 13:45,,,SFC,130,6.83,16.5,0.05,0.01,0.02,0.035,0,4.55
1037,1/7/2019 14:00,,,ZIE,114,6.79,23.7,0.13,0.02,0.04,0.035,0.001,6.79
1038,1/7/2019 14:15,,,TRE,115,6.81,14.8,0,0.02,0.07,0.028,0.003,2.43
1039,1/7/2019 14:25,,,SEQ,121,6.84,22.4,0.09,0.02,0.08,0,0,5.29
1040,1/7/2019 14:35,,,QUE,131,6.89,17.8,0.06,0.05,0.08,0.014,0,4.37
1041,1/7/2019 14:55,,,ASEQ,131,7.02,18.5,0,0.03,0.01,0.014,0,3.9
1042,1/7/2019 15:10,,,RIC,128,6.93,8.57,0.01,0.04,0,0,0,3.85
1043,1/7/2019 15:30,,,OGI,117,6.9,18,0.1,0.04,0.04,0.014,0.007,3.75
1044,1/7/2019 16:15,,,POR,126,6.83,24.6,0.07,0.03,0.11,0.007,0.001,4.23
1045,1/7/2019 20:00,,,ZIE,109,6.56,26.9,0.28,0.02,0.04,0.025,0,7.05
1046,1/8/2019 10:00,,,KJE,103,6.94,14.8,0,0.02,0.01,0.014,0.003,1.79
1047,1/8/2019 10:15,,,MUN,113,6.9,10.8,0,0.01,0.01,0.014,0,1.77
1048,1/8/2019 13:25,,,NFC,130,7.03,8.84,0.03,0.01,0.01,0.123,0,2.79
